carat,cut,color,clarity,depth,table,price
0.7,3,5,4,61.2,56.0,2400
1.04,3,5,2,62.4,54.0,4364
1.53,4,2,4,62.0,58.0,10013
0.41,5,2,8,62.6,57.0,1076
0.33,5,4,8,61.0,56.0,946
0.31,5,4,4,60.8,56.0,500
0.72,5,4,5,62.6,53.0,2746
0.7,2,3,3,61.9,62.0,2088
0.52,5,5,5,62.0,57.0,1872
1.02,4,4,4,59.2,59.0,6169
0.43,5,5,6,61.9,56.0,1250
1.25,3,3,4,62.1,56.0,7305
0.53,3,6,4,62.8,57.0,1653
1.06,4,6,3,59.2,60.0,4078
0.57,5,6,3,60.8,55.0,1670
1.04,4,7,4,61.1,60.0,7852
1.01,4,5,6,61.8,59.0,8470
0.37,5,5,3,62.4,54.0,791
0.38,4,5,5,60.9,58.0,933
0.31,5,4,7,61.4,57.0,772
0.43,4,7,4,60.7,58.0,1129
0.42,5,3,6,61.9,55.0,1102
0.41,5,7,6,62.1,56.0,1295
0.87,4,5,2,61.5,57.0,2661
1.01,2,6,3,63.7,58.0,5132
0.82,1,5,3,64.9,58.0,2838
1.15,4,2,3,62.5,60.0,4939
0.21,4,6,3,59.8,61.0,326
0.25,3,7,6,62.1,57.0,548
0.38,5,6,5,62.1,56.0,1000
0.61,4,3,6,60.9,60.0,1752
0.24,5,5,8,62.9,55.0,678
0.54,5,3,7,60.3,56.0,1846
1.21,4,1,4,60.2,57.0,5541
0.7,4,6,3,62.4,60.0,2194
0.3,2,6,3,63.6,57.0,526
0.32,3,3,4,60.6,58.0,505
0.46,5,6,5,62.2,54.0,1393
0.77,3,4,3,58.4,63.0,2635
1.07,4,4,4,60.9,58.0,6471
1.01,4,5,4,59.2,60.0,6416
0.37,5,3,4,60.7,58.0,603
0.7,3,6,5,62.2,55.0,3154
1.5,5,5,4,61.4,55.0,14242
2.13,4,3,2,62.4,56.0,12753
1.2,3,4,5,62.5,57.0,8150
0.7,3,6,3,60.3,60.0,2312
0.3,5,3,6,61.3,57.0,605
0.3,2,3,2,63.9,57.0,378
0.3,5,2,4,61.6,57.0,438
0.31,5,4,5,62.7,57.0,695
0.3,3,4,3,62.9,59.0,447
1.03,5,2,3,62.2,54.0,4782
1.25,3,3,2,62.7,57.0,5362
0.55,5,2,3,61.3,56.0,1367
2.01,5,6,2,62.2,57.0,17688
0.43,5,7,4,62.0,55.0,1129
0.71,3,4,4,61.3,59.0,2690
0.35,5,4,7,61.2,56.0,887
0.42,2,2,7,59.2,61.0,867
0.31,5,3,2,61.3,55.0,421
1.18,3,6,2,62.5,60.0,5088
0.51,4,7,4,58.0,60.0,1928
0.34,5,3,3,61.4,55.0,440
0.55,5,7,4,61.4,57.0,2030
0.31,4,6,5,60.5,59.0,942
0.33,5,6,4,60.6,55.0,928
1.23,4,1,3,61.9,54.0,4649
0.74,5,5,5,61.9,54.0,3590
0.53,5,4,5,62.7,55.0,1721
0.31,5,4,5,60.8,57.0,645
0.57,4,5,2,60.4,58.0,1247
0.7,3,2,7,61.6,58.0,2390
0.31,4,6,5,61.9,58.0,942
0.39,5,5,5,61.7,56.1,939
0.5,1,7,4,63.7,57.0,1431
0.39,5,5,7,61.8,55.0,1124
0.41,4,7,6,62.5,58.0,1295
0.5,4,6,2,60.1,60.0,1262
0.3,3,7,4,62.9,55.0,650
0.71,1,2,5,64.5,56.0,2104
0.38,2,6,8,59.1,58.0,1318
0.33,5,5,7,61.9,55.0,939
0.51,5,7,4,62.7,55.0,1882
0.57,5,4,5,61.1,57.0,2060
0.51,5,4,5,62.0,56.0,1781
0.81,3,5,3,61.3,57.0,2858
0.31,4,4,4,61.2,58.0,698
1.65,5,6,2,58.7,56.0,8455
1.2,4,4,5,60.2,60.0,8596
1.07,4,5,2,61.8,58.0,4366
0.33,4,4,3,61.1,59.0,631
0.55,5,6,3,60.8,56.0,1566
0.32,5,1,8,62.2,56.0,684
0.54,5,7,5,62.0,56.0,1941
0.71,5,4,3,61.6,57.0,3007
1.51,3,6,2,63.1,58.0,9513
0.72,3,1,5,62.2,59.9,1914
0.4,2,5,3,63.6,57.0,737
0.4,5,5,2,61.6,55.0,619
1.51,5,4,3,61.6,57.0,11917
1.01,3,6,4,62.6,59.0,6956
1.07,5,5,2,62.0,57.0,4764
1.62,3,7,2,61.2,61.0,9034
0.32,5,4,7,62.0,57.0,842
0.55,5,4,5,61.6,55.0,1786
0.32,5,6,4,62.7,55.0,900
1.01,4,6,5,62.0,59.0,7821
0.3,4,6,4,62.6,62.0,788
1.51,4,1,6,62.9,58.0,8930
0.3,5,4,8,62.6,57.0,895
1.5,4,5,1,60.6,62.0,5410
0.57,3,7,8,61.3,57.0,4032
1.01,1,5,3,65.9,58.0,4276
2.18,2,3,2,60.4,64.0,16842
0.33,5,4,7,61.7,54.0,838
1.51,5,3,2,61.7,57.0,6384
0.56,5,4,2,61.9,54.0,1173
0.29,5,4,7,62.8,54.0,607
0.73,3,3,3,62.7,59.0,2359
0.34,5,6,5,61.2,55.0,790
0.31,5,2,5,61.9,54.0,489
0.59,3,7,4,63.2,57.0,1948
0.53,5,7,7,62.5,54.0,2905
1.02,2,4,7,63.6,58.0,7861
1.0,1,4,3,68.9,56.0,3833
0.3,4,2,7,62.5,60.0,709
1.01,2,4,2,63.6,58.0,3626
0.71,5,4,3,61.4,57.0,2386
1.01,2,3,2,57.9,59.0,3903
0.47,5,3,4,62.7,55.0,989
0.6,5,6,3,61.3,56.0,1890
0.55,5,7,2,61.6,56.0,1364
0.42,3,7,2,63.2,57.0,838
0.7,5,5,5,61.6,55.0,3399
2.0,3,6,2,63.1,53.0,16380
0.41,5,4,4,62.7,56.0,1061
0.7,1,4,5,57.1,62.0,2553
0.26,4,6,7,62.3,60.0,599
1.01,3,7,3,63.2,58.0,5654
2.05,2,4,2,63.7,61.0,16148
0.35,5,6,3,61.2,57.0,614
0.4,4,5,3,62.3,60.0,945
0.31,3,4,3,63.0,58.0,462
0.5,5,7,4,60.1,59.0,1646
0.31,5,6,4,61.0,56.0,680
0.32,5,3,5,63.0,57.0,720
0.35,5,5,5,62.8,54.0,754
0.74,4,6,2,59.0,55.0,2447
0.52,5,6,4,61.2,56.0,1689
0.71,3,2,5,61.1,57.0,2332
0.53,5,4,5,61.6,55.7,1772
1.15,2,5,2,63.8,57.0,4437
0.33,5,5,4,62.3,56.0,854
0.39,5,5,4,60.0,57.0,821
0.55,3,4,8,60.2,60.0,2314
1.0,1,4,2,64.7,58.0,3541
0.58,1,5,1,65.8,56.0,893
0.93,2,5,2,59.4,61.0,3418
1.53,4,1,7,61.6,59.0,9555
1.54,3,1,5,63.5,57.0,9285
0.56,5,4,3,63.0,55.0,1287
0.37,4,7,7,61.4,58.0,1069
1.03,3,6,2,60.7,63.0,4326
0.57,5,5,5,62.3,57.0,1961
0.77,3,1,3,61.0,59.0,2086
1.06,5,4,4,61.9,54.0,6890
0.46,4,6,4,61.3,57.0,1156
0.9,2,3,2,63.6,60.0,3193
2.01,5,5,2,62.2,56.0,17078
0.87,3,5,2,61.0,63.0,2851
1.02,2,2,5,63.7,58.0,4478
0.3,4,3,6,62.0,58.0,605
0.74,5,2,5,62.5,56.0,2690
1.5,4,3,2,61.5,58.0,6132
0.73,5,4,7,61.6,56.0,3487
0.8,5,5,4,60.9,57.0,4043
0.55,4,4,3,60.2,59.0,1848
1.1,5,2,3,62.1,57.0,5037
1.63,3,6,4,61.8,58.0,13555
1.03,5,5,4,62.3,56.0,7392
1.0,3,6,6,59.5,59.0,9139
0.57,5,4,5,62.5,54.2,1943
0.4,3,4,8,61.0,59.0,1154
2.0,3,7,2,60.0,56.0,17953
1.21,4,3,4,59.3,60.0,6849
2.05,4,1,5,60.1,58.0,14411
0.3,5,7,5,61.8,57.0,949
0.77,2,7,2,64.9,53.0,2523
0.5,3,2,3,62.8,60.0,1054
0.54,3,2,2,62.9,57.0,1105
1.23,4,1,4,61.9,55.0,5504
0.53,5,7,4,61.4,55.0,1857
0.7,4,5,3,61.9,59.0,2401
0.29,5,4,8,62.0,56.0,673
0.32,4,1,5,61.7,58.0,540
1.2,3,1,3,60.5,59.0,4455
1.2,3,5,4,62.6,56.0,8334
0.74,3,6,3,61.0,58.0,2929
0.24,3,5,6,61.7,56.0,608
1.2,5,4,4,62.8,57.0,7243
1.01,4,7,5,61.8,54.0,8201
1.1,3,2,5,60.8,58.3,5196
1.14,5,3,3,61.5,55.0,7079
0.42,5,3,2,62.0,54.0,625
0.57,4,4,4,59.7,59.0,1728
0.7,3,5,4,62.6,57.0,2362
0.35,5,7,4,61.8,55.0,829
0.74,4,7,5,62.7,56.0,3365
1.0,2,7,2,64.3,60.0,3965
1.52,5,2,4,62.1,55.0,9176
1.03,4,5,2,62.2,60.0,3668
0.52,5,4,5,61.6,56.0,1722
0.54,5,5,2,61.0,56.0,1173
0.94,3,4,2,62.3,59.0,3351
0.6,2,5,3,57.1,61.0,1599
2.18,3,1,3,62.9,59.0,13812
0.96,2,4,3,57.6,59.0,4234
1.31,5,4,7,61.1,57.0,11146
0.8,5,5,3,61.0,56.0,3137
0.9,5,3,4,61.9,55.0,4133
0.33,5,4,8,61.7,55.0,946
0.7,3,5,3,59.8,59.0,2401
0.32,5,4,7,61.3,55.0,733
0.27,3,6,7,61.1,55.0,667
0.32,5,5,4,61.1,57.0,828
1.01,5,3,3,62.4,53.0,4559
1.15,5,4,2,62.4,56.0,4877
0.24,3,5,7,57.2,63.0,478
1.12,3,4,8,61.0,58.0,9820
0.9,4,6,3,61.6,57.0,4385
0.76,5,7,6,62.3,57.0,4150
0.4,4,6,3,60.8,62.0,882
0.31,4,5,4,59.7,60.0,625
0.32,3,4,4,62.8,58.0,561
0.76,4,6,3,62.2,59.0,2814
0.36,5,5,5,61.9,56.0,789
1.0,4,4,4,61.0,59.0,5887
0.51,4,6,4,61.7,58.0,1781
0.33,5,6,7,61.3,56.0,1130
0.24,3,6,5,62.5,55.0,412
0.49,4,3,4,59.6,62.0,965
1.2,5,4,7,62.8,56.0,9784
0.75,2,6,2,63.2,57.0,2278
1.72,4,3,2,59.8,59.0,10749
0.34,5,5,4,62.1,56.0,686
1.52,3,4,6,62.9,59.0,15265
1.07,4,6,2,59.7,58.0,4943
0.62,4,3,7,61.9,58.0,2232
0.27,5,5,6,61.2,58.0,667
0.32,4,5,4,61.5,58.0,828
0.46,5,4,6,62.4,54.4,1306
0.9,2,4,8,61.8,61.0,5855
0.4,2,6,2,64.2,57.0,617
0.33,3,7,2,60.7,56.0,492
0.64,5,2,2,61.2,55.0,1257
0.52,5,6,4,61.1,55.0,1815
0.65,5,7,7,61.8,57.0,4022
0.54,3,7,4,61.1,55.0,1892
0.8,5,4,2,62.5,55.0,2893
1.59,4,5,4,60.2,60.0,15602
0.73,1,7,2,65.5,60.0,2147
0.49,1,7,4,57.5,68.0,1249
0.31,5,6,6,62.5,54.0,755
0.37,5,6,4,62.3,56.0,1041
0.55,5,4,3,60.8,56.0,1429
0.29,5,6,6,62.0,55.0,858
0.31,5,5,3,61.7,55.0,490
0.38,5,6,5,62.2,55.0,866
2.01,4,4,2,60.1,60.0,17403
0.52,3,4,3,61.7,57.0,1311
1.13,5,7,2,60.1,55.0,5412
1.02,5,4,5,62.8,55.0,7574
1.08,5,3,5,61.9,57.0,5791
0.81,5,6,2,61.0,56.0,3015
1.03,5,4,6,61.6,57.0,7876
0.5,2,7,3,57.2,60.0,1190
0.24,2,5,5,62.5,60.0,399
0.7,5,6,2,62.2,56.0,2560
0.78,5,2,4,61.8,55.0,2834
0.38,4,2,3,60.5,58.0,746
0.9,3,1,2,63.3,59.0,2973
1.78,4,3,2,61.0,61.0,10666
0.3,5,7,6,59.5,56.0,741
0.31,5,3,7,61.3,56.0,671
1.0,3,7,2,58.3,61.0,4543
0.32,4,3,7,62.5,58.0,730
0.42,4,4,5,59.4,59.0,984
1.06,2,2,2,58.7,60.0,3842
1.0,5,3,2,59.4,55.0,4295
0.25,3,7,6,59.5,56.0,696
0.7,3,7,5,59.3,55.0,4003
0.3,5,3,4,62.5,57.0,491
0.31,5,4,7,61.4,56.0,772
0.31,5,6,3,62.7,54.0,544
0.54,4,6,6,61.0,59.0,2313
0.94,3,4,7,63.3,57.0,6088
0.47,2,4,4,60.1,60.3,1226
1.01,4,4,1,59.4,61.0,3348
0.5,5,6,5,62.7,57.0,1745
1.64,4,5,3,62.8,59.0,12670
1.21,5,5,4,62.6,55.0,6261
0.26,3,4,7,61.6,56.0,545
0.9,2,4,4,64.4,62.0,4135
0.52,4,5,3,61.1,59.0,1370
1.04,5,4,6,61.7,56.0,9465
0.93,3,5,3,61.1,58.0,4534
0.33,4,2,3,61.3,59.0,572
0.23,3,6,6,61.1,62.0,485
1.55,5,4,3,61.7,57.0,12951
1.58,5,3,4,61.4,56.0,12170
0.9,4,4,2,59.5,61.0,3326
0.5,2,4,6,63.4,57.0,1715
2.0,2,5,3,63.0,64.0,17869
0.55,3,4,3,60.7,56.0,1141
1.04,4,4,4,60.1,59.0,6589
1.25,5,5,5,61.7,56.0,9996
0.7,3,4,3,62.5,60.0,2042
0.33,5,4,5,62.1,55.0,666
1.01,4,4,3,62.2,58.0,5006
0.35,5,7,4,61.3,56.0,1063
1.04,4,2,3,62.5,62.0,4252
0.3,5,7,3,61.9,55.0,524
0.73,3,6,3,63.2,58.0,2679
0.24,3,6,7,63.4,57.0,478
1.02,4,6,3,62.6,58.0,5183
0.3,2,1,3,63.8,56.0,450
1.09,4,3,4,62.3,57.0,5993
1.01,2,2,2,64.1,58.0,3411
1.31,5,2,5,61.8,55.0,8611
0.35,5,6,4,62.5,55.0,984
0.41,5,6,4,61.6,55.0,935
0.77,4,4,2,61.3,58.0,2129
2.01,4,2,4,60.3,58.0,17826
0.42,5,5,7,61.3,56.0,1389
1.22,4,2,2,61.7,59.0,4735
1.01,5,6,2,61.2,54.0,4751
0.23,3,6,7,61.4,60.0,472
0.32,4,4,7,62.6,58.0,1080
0.72,3,4,8,63.3,54.0,3405
1.15,4,4,3,62.6,58.0,5851
0.71,5,3,4,62.1,59.0,2572
1.01,3,7,4,62.8,57.0,7278
1.51,4,3,2,62.9,58.0,6511
0.9,3,7,5,62.2,58.0,6208
2.01,4,2,3,60.2,59.0,17474
0.7,3,3,3,62.0,60.0,2048
1.01,5,5,5,62.2,57.0,7240
0.28,3,3,4,61.6,57.0,429
1.5,5,3,2,62.4,57.0,9104
1.32,4,4,2,59.2,61.0,4373
0.6,3,4,3,63.3,58.0,1399
1.2,4,2,1,60.5,58.0,2925
0.92,5,4,4,62.6,56.0,4405
0.7,2,6,2,62.9,56.0,2028
1.05,4,4,2,62.5,60.0,4318
0.33,3,2,3,61.4,58.0,445
0.41,5,5,2,62.0,53.0,612
0.91,5,2,4,61.6,56.0,4199
1.18,4,4,6,61.6,58.0,9304
0.62,5,5,5,61.2,54.0,2371
1.01,5,4,3,62.6,56.0,5698
0.41,4,3,3,61.7,60.0,683
0.3,5,3,6,61.3,56.0,605
0.43,5,3,6,61.3,56.0,1008
0.62,4,1,4,61.2,59.0,1166
0.4,5,7,3,59.6,57.0,772
0.71,5,6,3,61.7,56.0,2663
0.42,4,6,5,62.2,59.0,1105
0.31,5,4,3,61.7,55.0,627
0.6,5,6,7,62.0,53.7,3082
0.26,3,4,5,62.1,56.0,418
0.31,5,7,4,60.4,56.0,734
0.37,4,5,4,61.0,58.0,957
2.07,3,3,2,63.3,56.0,15992
1.01,3,2,3,63.5,53.0,4794
0.39,3,6,4,61.3,61.0,889
0.32,5,6,7,60.9,57.0,1020
0.32,5,7,2,61.8,55.0,477
0.74,2,6,5,63.4,55.0,3416
0.51,5,6,3,62.9,57.0,1624
0.52,3,1,3,62.5,59.0,1019
0.39,5,3,5,61.9,57.0,740
1.79,5,1,3,59.8,61.0,10108
0.82,5,7,4,62.4,54.0,4327
1.01,5,4,6,62.4,59.0,7806
0.72,5,6,2,60.1,56.0,2674
1.22,4,6,2,62.1,56.0,4974
0.7,2,4,2,60.1,65.0,2268
0.36,4,2,4,62.7,59.0,505
0.31,5,6,6,61.3,55.0,864
1.71,4,4,3,60.6,58.0,13666
0.34,4,1,4,62.3,60.0,417
0.51,5,5,6,62.4,57.0,2093
1.01,3,4,4,63.1,60.0,6108
0.39,3,5,7,60.8,57.0,1107
1.01,2,6,3,63.6,60.0,5226
0.56,4,4,5,62.4,58.0,1819
0.3,3,3,8,62.3,56.0,691
2.2,1,2,1,66.3,56.0,7934
1.37,3,4,2,63.4,61.0,6781
0.47,5,3,8,61.9,56.0,1865
2.43,4,1,4,62.2,57.0,18692
1.04,5,4,6,62.5,55.0,8590
0.44,4,5,2,62.8,60.0,832
1.2,3,7,4,63.5,58.0,9138
0.74,4,4,2,62.7,60.0,2238
0.27,3,4,7,60.1,58.0,566
1.1,3,3,3,61.6,56.0,4827
0.9,5,4,2,62.5,56.0,3521
1.54,5,3,2,61.8,57.0,6095
0.33,5,4,8,61.7,56.0,946
1.01,3,7,1,63.4,61.0,2291
0.51,5,5,5,61.8,55.0,1751
0.73,1,6,6,57.4,59.0,3813
0.31,5,6,7,61.6,57.0,903
0.38,5,3,5,60.6,57.0,871
0.43,3,2,5,60.9,55.0,730
1.05,5,4,4,61.7,57.0,7028
1.05,5,5,3,60.6,59.0,5586
0.41,5,4,7,62.1,55.0,1151
1.12,3,3,2,62.9,58.0,4498
1.06,3,5,4,61.5,58.0,7706
0.9,3,5,4,63.2,59.0,4715
0.7,5,5,3,61.8,58.0,2343
1.2,3,4,3,63.5,56.0,6666
0.56,5,7,4,61.0,57.0,1963
0.3,5,5,6,61.9,54.1,728
0.34,5,7,4,62.0,54.0,805
0.72,4,5,3,62.0,60.0,2364
0.41,4,7,6,61.8,58.0,1356
1.16,4,3,3,59.6,58.0,4814
0.43,2,3,7,61.2,61.0,1037
0.43,4,5,3,62.6,58.0,792
2.22,4,1,5,60.0,60.0,18706
1.52,5,4,4,61.1,57.0,12958
0.7,4,3,6,61.0,62.0,2644
0.32,5,3,8,61.1,56.0,1116
0.4,3,4,3,58.3,62.0,636
0.36,3,7,2,63.0,59.0,501
1.0,1,4,3,66.2,58.0,4295
0.33,5,5,4,61.4,57.0,666
0.23,3,4,7,62.0,56.0,484
1.2,4,4,2,60.2,60.0,5689
0.37,4,6,4,58.9,61.0,1041
1.12,3,6,2,60.9,63.0,3794
1.09,3,4,5,62.5,59.0,6546
0.4,5,4,7,62.4,57.0,1200
0.98,4,2,1,62.5,60.0,2064
0.77,3,5,4,62.6,55.0,3692
0.59,5,2,7,61.2,56.0,2049
0.92,5,6,2,62.1,53.0,3941
1.2,5,2,4,62.5,56.0,5884
1.02,5,2,4,60.8,57.0,4281
0.24,3,5,6,61.4,57.0,538
0.59,5,2,7,61.6,55.0,1698
0.41,5,3,3,61.5,55.0,763
0.31,3,5,7,61.8,59.0,830
1.01,2,4,4,63.6,60.0,5599
0.7,2,5,3,63.1,56.0,2127
0.32,4,4,5,62.1,58.0,645
0.91,3,5,2,61.2,59.0,3688
0.52,5,7,4,61.8,55.0,2225
1.11,4,7,3,62.0,58.0,6962
0.35,4,3,5,62.6,59.0,788
0.27,3,5,7,61.8,56.0,682
1.0,4,2,5,60.3,62.0,3763
0.3,2,2,5,63.4,54.0,473
0.52,2,7,2,61.8,58.0,1138
1.23,5,3,4,62.8,56.0,7900
1.53,2,5,5,60.8,61.0,15619
1.31,3,7,4,59.5,61.0,10409
0.32,5,3,5,61.8,53.0,516
0.42,3,7,7,61.4,55.0,1197
0.71,3,3,3,61.4,58.0,2076
0.71,5,3,7,62.1,54.0,2918
0.31,5,5,7,61.4,56.0,840
0.41,5,6,5,61.8,55.0,1079
0.83,3,7,3,63.5,54.0,2811
0.76,4,4,2,58.8,59.0,1676
0.91,3,3,4,59.9,62.0,4201
1.0,2,5,2,63.4,60.0,3801
1.27,5,6,3,62.4,58.0,7631
0.72,4,3,4,61.1,58.0,2318
0.71,4,3,3,62.3,61.0,2049
0.7,2,5,5,63.7,57.0,2441
0.37,4,4,5,61.4,58.0,957
1.5,4,5,4,60.3,58.0,14486
0.32,5,6,4,61.3,57.0,900
0.52,3,6,5,61.8,60.0,2021
1.0,2,4,4,59.9,57.0,5667
0.34,4,7,3,60.2,60.0,803
0.56,3,4,3,61.8,55.0,1361
0.31,3,4,7,61.5,55.0,749
0.91,4,7,2,61.2,58.0,3889
0.72,2,5,3,63.9,62.0,2188
0.3,5,3,3,61.9,54.0,389
0.3,4,7,5,61.6,57.0,979
0.41,5,3,8,61.8,55.0,1100
0.41,5,7,5,62.9,57.0,1230
0.71,5,4,5,61.7,57.0,3431
0.25,3,5,6,61.2,55.0,583
1.52,4,5,4,62.3,56.0,14544
1.35,5,1,3,61.0,55.0,4423
0.7,3,2,4,60.1,57.0,2316
0.27,5,3,3,61.6,57.0,393
0.85,5,6,2,60.7,55.0,3441
1.16,3,3,2,63.2,57.0,4455
1.51,5,4,3,62.9,57.0,11255
1.4,4,3,3,62.2,58.0,8223
0.34,5,4,7,61.8,56.0,913
0.53,5,7,4,60.8,56.0,2067
0.3,4,6,4,61.7,58.0,658
1.15,3,2,2,62.0,58.0,4405
0.31,2,6,3,63.4,55.0,544
1.51,4,4,4,62.5,59.0,12756
0.71,3,5,6,63.6,56.0,3332
0.54,5,6,5,61.0,56.0,1939
0.4,3,7,4,61.6,59.0,881
0.55,4,5,4,62.5,58.0,2376
0.52,4,6,1,60.8,60.0,1037
0.76,3,6,3,60.4,58.0,3261
0.33,4,6,4,61.5,59.0,928
0.38,5,6,3,61.9,55.0,898
1.06,5,5,3,62.1,57.0,5655
1.93,1,5,5,58.9,62.0,17995
1.71,4,6,3,62.2,58.0,14190
0.61,5,7,3,61.6,55.0,1904
1.0,2,5,4,63.3,55.0,6267
0.63,4,6,5,61.8,60.0,2064
2.08,4,3,2,58.8,60.0,14462
0.4,4,4,7,60.9,57.0,1200
1.01,2,5,4,57.3,62.0,5487
0.3,5,6,5,62.1,57.0,670
1.6,4,7,2,61.9,58.0,10064
0.36,4,7,3,60.1,57.0,851
1.52,5,3,6,61.8,58.0,12123
1.2,5,3,5,60.8,58.0,7473
2.21,4,5,3,62.1,59.0,16804
2.01,5,4,3,62.1,57.0,18736
0.9,4,7,5,61.2,58.0,6441
0.39,4,4,8,59.8,55.0,1271
1.63,3,3,7,59.1,58.0,13211
0.32,3,3,2,61.8,55.0,403
0.41,4,4,5,62.5,59.0,961
1.09,4,3,3,60.5,60.0,5149
0.4,5,4,7,61.7,57.0,1097
0.33,5,7,5,61.7,55.0,739
1.56,2,2,4,57.2,62.0,9609
0.24,3,5,7,59.0,58.0,552
1.11,4,3,3,62.5,58.0,5433
1.51,4,7,4,61.7,58.0,15531
0.27,5,6,7,62.3,56.0,622
1.04,3,4,5,63.1,57.0,6669
1.0,3,6,4,62.9,57.0,7607
0.33,5,7,4,62.1,55.0,781
0.5,2,4,5,59.8,63.0,1645
0.7,4,5,3,59.9,58.0,2306
0.99,1,1,3,55.0,61.0,2812
0.4,5,1,8,62.6,56.0,1063
0.7,4,5,5,60.8,62.0,2874
0.32,3,4,5,60.8,56.0,660
1.51,1,5,3,65.8,56.0,8387
0.52,5,4,6,61.2,55.0,1878
0.34,3,4,5,63.1,57.0,880
0.52,5,5,7,62.0,54.0,2388
2.01,4,3,3,59.6,59.0,17458
0.24,5,6,7,61.4,57.0,678
0.41,4,4,6,61.6,58.0,1076
1.02,1,6,4,66.6,57.0,5350
0.72,5,3,5,61.6,56.0,3274
1.28,4,1,3,61.9,56.0,5290
2.0,1,4,3,65.5,58.0,11935
0.3,4,7,3,62.4,60.0,552
1.51,3,6,4,60.8,60.0,14338
0.7,5,7,6,60.9,59.0,3737
0.41,4,6,3,61.0,59.0,969
2.04,4,4,3,60.7,62.0,15217
0.62,5,3,7,61.1,56.0,2197
0.43,4,6,2,61.2,59.0,919
1.19,5,4,6,60.7,57.0,9587
0.75,2,6,5,63.1,55.0,3231
2.0,4,6,2,62.2,56.0,17760
0.7,3,6,4,60.5,63.0,2737
0.5,5,5,5,62.5,57.0,1710
0.32,5,7,5,61.4,56.0,720
1.03,4,5,5,61.7,56.0,6783
0.38,5,4,2,62.0,55.0,532
1.54,4,1,7,62.4,59.0,9383
1.01,2,6,4,63.3,58.0,6399
0.33,5,4,6,62.6,53.0,702
0.3,3,6,4,62.8,56.0,658
1.5,3,3,2,62.1,59.0,7365
1.01,5,4,5,61.2,57.0,6618
0.97,4,5,3,62.7,59.0,4561
0.55,5,7,4,61.5,56.0,1928
0.5,3,4,5,62.1,55.0,1624
0.57,3,5,3,58.6,57.0,1364
1.01,5,4,3,62.9,56.0,5107
0.9,4,5,2,58.5,60.0,2681
0.51,5,7,5,61.6,57.0,1962
1.02,3,3,3,61.2,57.0,4875
1.5,4,3,3,61.0,60.0,9820
0.54,4,5,4,59.5,58.0,1786
1.64,4,5,3,61.3,58.0,12821
0.71,3,6,6,61.5,61.0,3580
0.7,2,4,4,63.8,55.0,2496
1.02,3,3,3,59.9,58.0,5131
0.81,5,2,3,62.5,57.0,2439
1.17,5,3,4,62.4,58.0,6558
1.37,3,1,2,60.7,60.0,5063
1.24,3,3,3,60.8,60.0,7050
0.52,5,4,6,61.6,57.0,1897
0.32,5,3,4,61.5,56.0,648
1.51,1,7,2,64.7,57.0,9555
0.9,4,3,3,61.0,59.0,3387
0.41,3,6,4,62.5,56.0,960
0.51,2,3,3,63.7,56.0,1119
0.9,4,1,3,60.4,59.0,3141
1.52,4,7,3,59.2,61.0,12823
0.35,5,5,4,62.3,55.0,706
0.72,5,4,6,62.6,56.0,3179
0.31,4,7,4,60.7,59.0,734
1.31,2,4,3,63.4,56.5,7147
0.74,5,5,5,62.0,57.0,3593
0.58,5,5,5,61.9,54.0,1772
0.32,4,3,8,61.2,58.0,842
0.8,4,3,4,61.2,53.0,2867
1.01,5,3,3,62.4,53.0,4642
0.52,5,3,3,61.7,55.0,1245
0.53,5,7,4,61.4,56.0,1659
0.31,5,5,3,62.3,56.0,516
0.52,3,4,4,62.6,58.0,1423
0.7,3,4,4,59.0,60.0,2437
2.0,2,3,2,63.6,57.0,13480
0.51,3,3,5,62.5,58.0,1343
1.54,4,6,4,62.3,58.0,15002
0.4,3,6,3,60.9,56.0,737
0.48,3,5,4,62.6,55.0,1311
1.35,4,2,3,59.2,59.0,6577
1.01,3,7,2,58.9,56.0,4260
1.21,2,4,5,63.7,57.0,6025
0.7,5,3,2,61.6,56.0,2326
0.32,4,3,5,61.7,58.0,720
0.44,4,2,7,61.5,58.0,990
0.53,5,4,5,62.7,55.0,1813
1.08,4,5,4,62.1,59.0,7501
1.18,3,6,1,63.3,57.0,3965
1.05,5,3,2,61.2,57.0,4331
0.33,5,6,5,61.5,56.2,771
0.3,3,4,8,60.5,58.0,743
0.38,5,7,5,62.1,53.9,1092
1.0,5,6,1,63.0,57.0,3360
0.41,3,5,8,61.6,58.0,1313
0.91,4,5,2,58.2,61.0,3746
0.85,5,3,2,61.8,54.0,2635
1.1,5,1,3,61.5,55.0,4390
1.03,5,5,2,60.5,58.0,4586
1.2,3,1,3,61.4,59.0,4752
1.2,5,5,4,61.2,53.0,8588
1.07,3,1,6,60.0,60.0,5661
0.3,5,4,5,61.8,54.0,605
1.56,5,1,3,61.8,57.0,6727
1.01,4,6,2,59.6,61.0,4434
0.7,4,4,1,61.9,58.0,1650
1.2,4,6,7,60.2,60.0,13321
0.4,4,4,6,59.7,58.0,982
0.38,5,6,4,61.9,57.0,963
0.43,5,3,4,60.7,55.0,857
0.25,5,5,8,62.3,54.0,739
1.85,3,3,1,63.3,56.0,5688
0.57,2,4,4,58.2,66.0,1816
0.31,5,7,3,61.1,56.0,732
0.44,4,4,7,60.9,59.0,1235
